v0,kappa,theta,sigma_v,rho,total_calibration_error,rmse,mae,wall_clock_seconds,contracts,valid_model_ivs,evaluations,success,message
0.02244440119517437,2.5416923057815413,0.010887162570434964,0.9993863554271026,-0.10744621267088876,8.649392473833323,0.09428364888954692,0.06762767233399626,16.464334624935873,973,973,144,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
