v0,kappa,theta,sigma_v,rho,total_calibration_error,rmse,mae,wall_clock_seconds,contracts,valid_model_ivs,evaluations,success,message
0.021829300825648913,2.3550045638746653,0.0101229951136501,0.9993863554271026,-0.9495768662885722,5.738206319286743,0.07989290885075385,0.04525350942625031,3.4745114580146037,899,899,492,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
