parameter,fft_calibrated,gp_calibrated,sparse_gp_calibrated,mc_calibrated,max_abs_spread,relative_spread_pct
v0,0.0360199055283832,0.0330381532489696,0.0325264640763855,0.0224444011951743,0.013575504333208904,43.7817370014601
kappa,2.6509613111613657,4.998386022881946,0.1001058627817415,2.5416923057815413,4.898280160100205,190.38814129523453
theta,0.0101229951136501,0.1170819504045021,0.1419798904653484,0.0108871625704349,0.13185689535169828,188.31856955711427
sigma_v,0.9993863554271026,0.9993863554271026,0.9993863554271026,0.9993863554271026,0.0,0.0
rho,-0.9495768662885722,-0.9495768662885722,-0.9495768662885722,-0.1074462126708887,0.8421306536176835,113.9486177323674
