Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-07-03 00:00:00-04:00,536.000949362856,539.068347757372,535.9618958708759,538.7069091796875,32789900,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,539.0098526062544,542.213968717536,538.3748605783948,541.8134765625,41488400,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,542.5949332840256,543.3861988920726,541.3738407022457,542.4386596679688,36110500,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,543.3959524424528,544.2946598471173,542.6730752067231,542.9661254882812,27289700,0.0,0.0,0.0
2024-07-10 00:00:00-04:00,544.1872742397521,548.6808713510104,543.8942239279161,548.3389892578125,38701200,0.0,0.0,0.0
2024-07-11 00:00:00-04:00,548.4562180647349,549.3256503566656,542.9759684638211,543.6109008789062,53054200,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,544.7343252522627,550.6346235261244,544.2654447499774,547.0397338867188,53084400,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,549.0325043663784,551.7775178290722,546.6879829958002,548.5440673828125,40584300,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,549.8530274778409,552.090047326324,549.1008154677004,551.7969970703125,36475300,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,545.8772131422685,547.5476892504238,543.7378565645935,544.0602416992188,57119000,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,545.5939606590898,546.5806130354061,537.7008012722223,539.8792114257812,56270400,0.0,0.0,0.0
2024-07-19 00:00:00-04:00,539.6446767543289,541.2663208584747,535.2389658144236,536.2940063476562,65509100,0.0,0.0,0.0
2024-07-22 00:00:00-04:00,540.2113152231016,542.4288382548532,538.2771238069361,541.8231811523438,43346700,0.0,0.0,0.0
2024-07-23 00:00:00-04:00,541.7157629327536,543.8648979607326,540.4849516029554,540.973388671875,34439600,0.0,0.0,0.0
2024-07-24 00:00:00-04:00,536.1670544374522,536.4698829953903,527.7952370228695,528.7135009765625,74515300,0.0,0.0,0.0
2024-07-25 00:00:00-04:00,528.8307523766035,534.7994982405838,525.0209792890996,525.958740234375,61158300,0.0,0.0,0.0
2024-07-26 00:00:00-04:00,529.7393433023149,534.535769150024,528.9675745637637,531.849365234375,53763800,0.0,0.0,0.0
2024-07-29 00:00:00-04:00,533.3927971337158,534.3989464184045,530.1690650137424,532.1619262695312,39515800,0.0,0.0,0.0
2024-07-30 00:00:00-04:00,533.6272524601584,534.6822931769603,526.0662565076813,529.4657592773438,46853600,0.0,0.0,0.0
2024-07-31 00:00:00-04:00,536.2842643515584,540.6997538692295,534.9166765387299,538.0719604492188,65663400,0.0,0.0,0.0
2024-08-01 00:00:00-04:00,539.7913062018092,542.0381046138815,526.9551667505608,530.452392578125,76428700,0.0,0.0,0.0
2024-08-02 00:00:00-04:00,523.3603616135271,524.571676102486,516.3756871144337,520.5762939453125,82789100,0.0,0.0,0.0
2024-08-05 00:00:00-04:00,499.8078827767836,511.47176200774925,498.4695402072865,505.4151306152344,146267400,0.0,0.0,0.0
2024-08-06 00:00:00-04:00,507.2125052074326,517.4990173620844,505.89374911647377,510.0747985839844,84826300,0.0,0.0,0.0
2024-08-07 00:00:00-04:00,516.2486294067602,519.2965314666948,506.0696179320819,506.6654968261719,70698300,0.0,0.0,0.0
2024-08-08 00:00:00-04:00,511.7941139882875,519.0034500456989,509.77203694963987,518.3782958984375,63276600,0.0,0.0,0.0
2024-08-09 00:00:00-04:00,517.5576103421191,522.1489300560904,516.3365178449808,520.6640625,45619600,0.0,0.0,0.0
2024-08-12 00:00:00-04:00,521.8558860240913,523.3406939742863,518.6712672136742,520.9376220703125,42542100,0.0,0.0,0.0
2024-08-13 00:00:00-04:00,524.122235093717,529.739260585726,523.8780165940644,529.5047607421875,52333100,0.0,0.0,0.0
2024-08-14 00:00:00-04:00,530.2960214933445,532.3572709257232,527.6291745808618,531.1752319335938,42446900,0.0,0.0,0.0
2024-08-15 00:00:00-04:00,536.7922766972661,540.5629961238054,536.1866195717042,540.2797241210938,60846800,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,538.667786928332,542.1845687274085,538.51151333941,541.490966796875,44430700,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,541.9013070349608,546.66845703125,541.0514314058853,546.66845703125,39121800,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,546.2191462607274,547.8700657821756,544.4412283435015,545.779541015625,33732300,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,546.8248931770081,549.1107454289771,541.9014090213768,547.6552124023438,41514600,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,549.5502804647684,550.1559376249218,542.1455582382872,543.3568725585938,56121500,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,546.5903394303513,550.0680084955276,544.4020915801096,549.1301879882812,50639400,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,550.1558489432847,550.8689478276912,546.1213548703539,547.8211059570312,35788600,0.0,0.0,0.0
2024-08-27 00:00:00-04:00,546.551349531508,549.0619234396653,545.4084233851316,548.573486328125,32693900,0.0,0.0,0.0
2024-08-28 00:00:00-04:00,548.2315922971716,548.6614193309421,542.2042355425785,545.3888549804688,41066000,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,547.352316743397,550.644377643334,544.2946960843145,545.4376220703125,38715200,0.0,0.0,0.0
2024-08-30 00:00:00-04:00,547.8016709409602,551.1523417216108,544.2556134288437,550.6443481445312,62700100,0.0,0.0,0.0
2024-09-03 00:00:00-04:00,547.5086736550506,547.8408371292351,536.8021702028251,539.312744140625,60600100,0.0,0.0,0.0
2024-09-04 00:00:00-04:00,537.4760847370844,541.608242662233,536.7532075195429,538.208740234375,47224900,0.0,0.0,0.0
2024-09-05 00:00:00-04:00,538.1502077884983,540.9928852935313,534.4478166491117,536.8997802734375,44264300,0.0,0.0,0.0
2024-09-06 00:00:00-04:00,537.2221796738046,538.8437645502386,526.9650009606123,527.8637084960938,68493800,0.0,0.0,0.0
2024-09-09 00:00:00-04:00,532.054494369654,535.0437266855093,530.1300214174476,533.7737426757812,40445800,0.0,0.0,0.0
2024-09-10 00:00:00-04:00,535.6786451567546,536.4504138231891,530.8138314182086,536.0986938476562,36394600,0.0,0.0,0.0
2024-09-11 00:00:00-04:00,536.0106988130034,542.5166524850604,527.4728308178801,541.598388671875,75248600,0.0,0.0,0.0
2024-09-12 00:00:00-04:00,542.1748597619055,546.4633510224045,539.9573366553728,546.1605224609375,51819600,0.0,0.0,0.0
2024-09-13 00:00:00-04:00,546.7661412876428,550.0093699640063,546.5121445202687,549.012939453125,39310500,0.0,0.0,0.0
2024-09-16 00:00:00-04:00,548.7492552395013,550.0875680057417,546.9518402590558,549.8238525390625,36656100,0.0,0.0,0.0
2024-09-17 00:00:00-04:00,552.0314851715059,553.477299266029,547.8211605278194,550.0484619140625,49321000,0.0,0.0,0.0
