parameter,gp_calibrated,fft_calibrated,absolute_difference,relative_difference_pct
v0,0.0274267560774062,0.0218293008256489,0.0055974552517573,25.641935563874892
kappa,1.2780702425272703,2.3550045638746653,1.076934321347395,45.72960655224913
theta,0.2375397622957753,0.0101229951136501,0.2274167671821252,2246.536372179719
sigma_v,0.9993863554271026,0.9993863554271026,0.0,0.0
rho,-0.9495768662885722,-0.9495768662885722,0.0,0.0
