v0,kappa,theta,sigma_v,rho,total_calibration_error,rmse,mae,wall_clock_seconds,contracts,evaluations,success,message
0.03252646407638552,0.1001058627817415,0.14197989046534842,0.9993863554271026,-0.9495768662885722,21.624634121548258,0.14907951250891396,0.08683409941702099,3.263193165999837,973,252,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
