v0,kappa,theta,sigma_v,rho,total_calibration_error,rmse,mae,wall_clock_seconds,contracts,evaluations,success,message
0.03303815324896969,4.998386022881946,0.11708195040450217,0.9993863554271026,-0.9495768662885722,21.891259254569334,0.1499957493559068,0.0911497585267584,3.883935375022702,973,294,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
