v0,kappa,theta,sigma_v,rho,total_calibration_error,rmse,mae,wall_clock_seconds,contracts,evaluations,success,message
0.02742675607740627,1.2780702425272705,0.2375397622957753,0.9993863554271026,-0.9495768662885722,9.438988881290841,0.10246673342412406,0.05480427936566043,12.270436708990019,899,516,True,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
