v0,kappa,theta,sigma_v,rho,total_calibration_error,rmse,mae,wall_clock_seconds,contracts,valid_model_ivs,evaluations,success,message
0.03601990552838322,2.6509613111613657,0.0101229951136501,0.9993863554271026,-0.9495768662885722,17.649008421242204,0.1346801945382675,0.08962573319836063,3.4958787910290994,973,973,474,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
